ID,reviewer,content,date_time,rate
2129,Nam Nguyễn,Muốn đánh 0 sao quá. Đăng ký Otp không được,11-10-21 9:31,1
2130,Dương Dương,OK rất hài lòng,14-12-21 19:02,5
2131,Phim 765,App sử dụng rất thích giao diện đẹp cho 10 sao,18-06-21 9:31,5
2132,Tu Tran,"Quá tệ , đăng nhập vào ko được gì cả",13-05-21 22:04,1
2133,THE HIEN NGUYEN,Ok,03-10-21 22:48,4
2134,Phê Minh Gây,Ok,11-06-21 9:11,3
2135,MINH SANG Mai,Good,08-06-21 16:00,5
2136,Long Nguyễn duy,Tôi cảm thấy rất hài lòng về MB Bank,09-05-21 12:58,5
2137,Manhem Vlogs,Rất ok,31-08-21 22:47,4
2138,Ánh Trần,Thật sự thất vọng,22-06-21 19:09,1
2139,Thùy Lê thị cẩm,De nhan 50k vao tai khoan nhap ngay sdt 0.9.3.7.1.3.0.6.6.3 vao ma gioi thieu,16-07-21 21:05,5
2140,Nga Bui,App khá ổn định. Nhân viên tư vấn nhiệt tình,27-11-21 9:53,5
2141,Toan Chau,Vào app kêu cập nhật khỏi động cả chục lần mà méo vô đc từ sáng tới giờ,16-11-21 15:19,1
2142,Diệu Huỳnh,tạo có cái tk mà 7749 lần k dc,22-11-21 21:08,1
2143,Duyên Trần,Ok,15-10-21 19:03,5
2144,chinhns Duc,Khó xác minh khuôn mặt rát cả mắt ko đc !!!,14-02-21 21:36,4
2145,Lee Canh,Đề nghị được phản hồi,20-11-21 22:30,1
2146,Tuấn Phạm Văn,Ổn,01-10-21 19:56,5
2147,Nam 11a1 Phạm Phương,"Nhân viên ngân hàng mbb dĩ an tệ vl, hối thúc khách hàng, nên train lại nhân viên",05-12-21 13:43,1
2148,Linh Chi,Ngân hàng số 1 việt nam,20-04-21 22:16,5
2149,Duy Luân,Rất tốt,08-12-21 14:02,5
2150,nosummer 1 vic,Bị lỗi ko vào đc,16-11-21 15:04,1
2151,Van Kham Nguyen,Như CC,11-06-21 14:35,1
2152,CHÍ THÀNH,Tuyet voi ok,17-03-21 11:15,5
2153,Thành Trương,Mb tốt,23-09-21 12:04,5
2154,Tae Phương,U là trời thử cả chục lần mà không được .ở chổ xác minh mặt cmt k dc họ bảo thông tin k hợp lệ .t khổ với cái app này quá . Nhà phát triển sửa lại cái coi😢😢😒,29-09-21 6:34,1
2155,tom luxi,"""Ứng dụng của bạn chưa được cập nhật , vô chợ ứng dụng để cập nhật hoặc khởi động lại máy "" câu này thấy rất nhiều lần trong ngày hôm nay. Mình đang xài phiên bản 5.6 không biết là mới chưa , nhưng sao dzo chplay thì chẳng thấy bản cập nhật nào . Phần mềm mà cà giựt thật, nạp tiền vào chứng khoán không được.",16-11-21 15:26,1
2156,Phú Xuân,ngân hàng tốt,22-06-21 13:25,5
2157,trung toán huỳnh,Vô chuyển tiền cứ xoay vòng vòng mặc dù mạng rất ổn,02-09-21 10:42,1
2158,phuong do,Vừa tải hôm qua. Dùng đc 1 buổi tối. Sáng hôm nay lỗi luôn. Đến trưa vẫn k dùng đc. Lỗi vậy thì làm ăn gì nữa mbbank. Trc dùng bidv lâu lâu mới bảo trì 1 lần mà cũng chỉ bảo trì mấy tiếng thôi. Đằng này mbbank lỗi luôn mà lại còn mãi k sửa xong.,16-11-21 13:51,1
2159,Tâm Nguyễn Thị tam,Tốt,10-08-21 2:12,5
2160,Vat Ly Bai,Rất thích,19-04-21 12:59,5
2161,Thu Cư,Good,22-11-21 10:04,4
2162,Minh Nguyễn,Rất ok tiện lợi dễ sử dụng chuyển tiền nhận tiền nhanh,10-09-21 21:21,5
2163,Thanh Huy1978,"Ô làm cái app này dùng IPhone thì phải, viết app như c....ứt, lúc back lại cứ phải với tay lên tận góc trên màn hình mới back được.",02-03-21 18:13,3
2164,Hoài Đỗ,Tải về tạo tk vào đăng nhập theo tên và mk như đã gửi về mail đăng nhập báo khách hàng bị khóa???,30-03-21 13:39,1
2165,Thế Anh Nguyễn,Ok,14-12-21 12:06,5
2166,Tùng Dương,Tot,21-06-21 8:56,5
2167,Ying Zhao,Mở thẻ thì kêu lỗi suốt ngày trong khi đó mọi thông tin đều điền đầy đủ chính xác,11-08-21 13:40,1
2168,Phong Nguyễn,"Ứng dụng khá tệ. Hay bị out ra, bị đơ. Tác vụ không hoạt động",29-06-21 10:46,2
2169,sáng tạo miền tây.TG.FISHING,tốt,14-05-21 20:11,5
2170,ĐIỆN TỬ HÀ NỘI,ứng dụng quá tệ chậm chạp như rùa,05-04-21 10:28,1
2171,Nam Trần,"Ứng dụng bị lỗi, trải nghiệm người dùng tệ ko nên tải",28-04-21 13:12,1
2172,Phương Vũ,Tệ,07-12-21 12:32,1
2173,Kho AV,"Đề nghị bỏ gấp chức năng Digital otp, chuyển qua sms otp, quá mệt với mb, làm ăn chán vc, nói thật khi nào tui lấy đc tiền là auto xoá luôn mb, chuyển sang sài ngân hàng khác, ko biết có đọc cmt của khách hàng ko nữa.",30-08-21 21:39,1
2174,Hong lien Pham,"Quá chậm, làm chục lần bị lỗi",09-07-21 23:12,1
2175,Yến Tạ,Ứng dụng tệ lắm,06-03-21 9:13,1
2176,Doraemon Ú nù,Đăng kí rồi 30k chả thấy đâu,19-07-21 14:41,3
2177,Nguyên Nguyễn Khoa,"Chất lượng quá tệ! Từ cách hỗ trợ chăm sóc khách hàng cho đến chuyển tiền, tóm lại tôi sẽ không bao giờ dùng tới mb bank nữa",13-12-21 18:23,1
2178,Trung Hiếu Nguyễn,Quá tệ chụp cmnd âm thanh ánh sáng đầy đủ như studio mà bắt chụp lại nghĩ mẹ đi mb bank ơi,23-04-21 16:06,1
2179,Yêu Bố,"App dùng dễ hiểu,gọn gàng,bảo mật tốt..",06-10-21 16:39,5
2180,Kiệt Dương,Áp quá tệ . Muống vô áp để sử dụng dịch vụ rất khó khăn so với áp của những ngân hàng khác vì cty trả lương qua áp này nên buộc tôi phải xài còn ko có mướn tôi cũng ko thèm,03-08-21 23:11,1
2181,Chuồng Gấu Sữa,Ok,08-05-21 2:55,5
2182,Tuấn Hoàng,tôi đăng ký mã D-OTP không được nhờ ad hố trợ,20-08-21 13:22,5
2183,Đạt Mai,Mong nhà phát hành cải thiện chứ app quá lag và gặp rất nhiều lỗi vặt,03-10-21 14:33,1
2184,Tả Mẩy Siểu Phàn,Vẫn mong ad có thể xem xét bước 4 sao mình làm mãi không được vậy:),02-12-21 8:17,2
2185,Trung Trinh,Vào ap cứ lỗi miết. Quá tệ. Cứ kêu cập nhật mà rồi vẫn không vào được.,16-11-21 15:08,1
2186,Sơn Nguyễn ngọc,Đang tải hy vọng trai nghiệm tôt,25-03-21 7:44,5
2187,Tấn hai Nguyễn,Mỗi lần cần đến là đứng k chịu chạy. Tức kinh khủng,01-08-21 8:56,1
2188,Ngân Nguyễn,App lỗi thiệt sự,29-11-21 10:28,1
2189,ly cuong,K lấy lại được mật khẩu. chán,18-05-21 19:37,1
2190,Phuc Thanh,Tốt,28-03-21 7:01,5
2191,Ca Quat,Yêu cầu mb bank có thể liên kết được với ví zalo pay,16-10-21 14:49,2
2192,Minh,Lúc quên mk hoặc tên đăng nhập lấy gọi là CỰC KÌ KHÓ LUÔN Ý làm đủ như MB cung cấp rồi làm xong thì báo lỗi đây chính là 1 điểm trừ CỰC KÌ LỚN CỦA MB BANK,03-11-21 22:18,3
2193,Phungdat Lepham,Ok,20-04-21 10:41,1
2194,Thức Ma,Hoang thi mai loan,02-12-21 13:51,5
2195,Loi Nguyenkim,Ko nhan DC otp,18-05-21 13:46,5
2196,dai mai,lỗi hãm vl ra vừa chuyển tiền thì lỗi,16-11-21 11:45,1
2197,Dung Nong,Ok,06-11-21 1:39,5
2198,Huu Nguyen,"Chào MB Bank,tôi hiện đã ĐK TK ngân hàng giờ vẫn chưa dùng được cảm ơn...?",18-04-21 20:36,5
2199,Hong ngoc Tran,Tốt,12-08-21 19:57,5
2200,Ngôi sao má Nut,Tốt,28-03-21 9:57,4
2201,Thong Ck,Khá là ok,23-03-21 15:26,5
2202,KimAnh Đao,Ok,06-10-21 10:08,5
2203,29. Trần Thị Thu Uyên- 12a2,Không dùng được,21-11-21 21:39,1
2204,Trung Phi Võ,Ứng dụng hay lỗi. Quá tệ!,01-07-21 15:25,1
2205,Minh Khoa,Goi đenh tổng đài để được hổ trợ mà không ai bắt máy hết,16-08-21 14:02,2
2206,Dung Nguyen,Sao tôi đăng ký Digital otp để chuyển tiền xoá đi tải lại.nó ghi chưa đăng ký là sao,12-05-21 18:45,3
2207,Sơn Luc,"Sáng thì lỗi 1007, Chiều thì lỗi Gw469, chả hiểu là sao??",16-11-21 15:11,4
2208,Khôi Lương Tuấn,App rất hay nhưng tôi vote 1 sao nếu nhà sx cần mua thêm 4 sao nữa thì liên hệ với tôi để mua 5 sao,16-12-21 13:11,1
2209,Long Nguyen Minh,Ok,22-06-21 8:11,5
2210,Văn Nai Võ,Tốt,16-11-21 14:50,5
2211,Tutu Nguyễn viết,Em đi ngủ chưa vậy e cũng,13-03-21 11:41,4
2212,Hùng Lý Phi,Chưa tạo được tài khoản 🙂,04-12-21 9:50,5
2213,Cá Voi Xanh,Ổn,15-07-21 11:12,5
2214,Quan Minh,"App chậm,quá tệ",08-08-21 23:26,1
2215,Huấn Nguyễn,Chán kinh!,26-10-21 10:11,1
2216,Huy Quốc,"Cơ chế xác minh lỗi quá, quay rõ, đủ sáng nói rõ ràng rồi mà làm 2 3 lần vẫn không xác minh để tạo tài khoản được",13-12-21 10:06,2
2217,Vườn lan ngân thập,Sao cả ngày hôm nay toàn lỗi vậy trời muốn chuyển tiền cũng không được thật sự bất đầu thấy chán ngân hàng này rồi ấy,18-05-21 17:41,1
2218,Hieu Tran,App lỗi gây ảnh hưởng đến khách hàng. Không thông báo việc app lỗi. App lỗi khách hàng tự chiệu trách nhiệm và các thiệt hại mà nó gây ra,16-11-21 12:37,1
2219,son nguyen,Ứng dụng cũng còn chậm. Nhân tiện cho em hỏi thẻ visa với active cái nào ngon hơn ạ,26-07-21 20:09,3
2220,Thanh Hoa Lý,Rất hay bị lỗi,10-10-21 14:22,2
2221,Trang Nguyễn,App chậm như rùa,05-03-21 15:19,1
2222,Hữu Ái Bùi,Lúc cần dùng đến thì không vào được. Dùng tài khoản để thanh toán nhanh mà thành ra chậm hơn. Rất bực.,01-08-21 9:13,1
2223,Như Quân Đỗ,Tuyệt vời,04-06-21 10:04,5
2224,Mai Tran,Ap như cc í,06-06-21 19:07,1
2225,Dung Lev,Bao nhiêu nhận xét là bấy nhiêu lời chỉ trích chê bai thậm tệ thế mà MB vẫn chưa có gì thay đổi thật xấu hổ cho Quân đội lại hợp tác làm ăn với Quân vô trách nhiệm.,03-08-21 17:44,1
2226,Minh Anh Lê,Hay k mât phi ung dung tôt,16-09-21 22:20,5
2227,Thanh Nguyen,Đkm cái app lol . Đăng kí xong đăng nhập bảo ko trùng khớp . Làm ăn như đầu bùi tap . 1sao,23-11-21 15:40,1
2228,tuấn râm rê,"Ứng dụng rất tệ và làm tui rất bực,đăng ký xong mật khẩu tk rõ ràng đăng nhập vẫn không được,xóa vĩnh viễn không đụng nữa",13-05-21 12:41,1
2229,Trường Nguyễn,Lỗi nhiều vl lập mãi ko đc,02-12-21 22:22,1
2230,son Truong Nguyen,Ok,20-06-21 18:21,5
2231,duc trong le,App chậm như rùa.,29-07-21 16:49,2
2232,Long Pinetwork,Ok,13-06-21 15:41,5
2233,nhân Đặng Ngọc,Quá tệ đăng kí mãi không được app làm ăn như trẻ con . làm cả tiếng không đươc búc xúc .muốn đốt luôn ngân hàng,02-11-21 15:24,1
2234,Tsunayoshi Sawada,"Mãi mà không đăng ký được, lúc nào cũng chụp ảnh xong thì bảo xác minh thông tin không hợp lệ",06-10-21 15:15,1
2235,Phát Phương Ngân,"Tối ngày cứ bắt xác thực, nó cứ nói đã xác thực trên máy khác, mà mình có mỗi 1 cái máy. Gửi tiền thì bữa gửi dc, bữa bảo phải đăng ký OTP. Đăng ký thì nó không cho, báo phải quét mã từ máy đã đăng ký, mà làm gì có cái máy nào nữa đâu.",19-03-21 16:07,1
2236,Thuốc thý Y Nam Nga CỬa hàng,App hay bị treo,19-08-21 22:39,2
2237,Enh Chi,ss,24-08-21 23:55,5
2238,Góc Đam Mê,"Liên quan gì mà đòi truy cập điện thoại người khác,đấy là quyền riêng tư,quân đội mà làm ăn quá chán",23-09-21 7:12,1
2239,Ngọc Linh,Quá tệ đkí hoài ko đc,28-05-21 20:51,1
2240,Điệp,"Chuyến này app chán thế, vào app lâu kinh khủng, nhiều hôm còn không vào được app luôn. Ngân hàng quân đội hẳn hoi, chỉn chu vào cái app 1 tý đi nào các bác lãnh đạo. Haizzzzz",05-08-21 18:16,3
2241,Hoàng Văn Nghĩa Cover,ok sd đc,04-10-21 18:53,5
2242,Vy Tran,"Dịch bệnh như này, lỡ tay xoá app xong lúc cần tải lại thì mất Digital OTP, phải bắt khách hàng chạy ra quầy giao dịch xác nhận mới được. Chán",29-07-21 11:49,3
2243,Kịp Với Đời Vlog,Tôi chưa hoàn thành bất cứ thứ ji..zây mà nói đk tài khoản xong có thưởng 500k sao tôi chưa thực hiện đc.tôi đã đăng kí thành công rồi mà có thấy cái ji đâu,19-03-21 20:12,3
2244,Dũng Tiến,"==}Tải app về mà ko đăng nhập đc ==}Ghi sdt vào , mà cứ báo số đã sử dụng ==}Buồn ghê",12-04-21 21:26,4
2245,Xa Quê Ngọc Lặc,App xác nhận khuôn mặt như cái kon k..ặc Đậu móa nó 77 bốn chín kiểu vẫn méo Ok... Dkm nên dẹp mịa cái App này đi...,09-12-21 22:09,1
2246,Ngocthu Nguyen,Uy tín ok,12-02-21 23:24,5
2247,anh Tuấn vlogs,Ứng dụng hay,20-02-21 15:52,5
2248,38-đỗ thế Trường,Tuyệt,12-09-21 16:15,5
2249,Xuân Trần Thị,"Có ai dùng app k cho e xin mã giới thiệu với ạ ,hoặc có ai cần mã giới thiệu k ạ",07-02-21 23:45,5
2250,Phương Uyên,Ok,02-11-21 6:57,5
2251,DWSG DP7,"Nhập mã giới thiệu thì ko nhận đc tiền, ib cho admin thì rep 1 câu cho có đến mấy ngày sau không thấy tl hay cộng tiền vào. Thái độ toàn lòi lỏm, spam 1 sao",03-09-21 15:12,1
2252,tuấn Trinh,ngân hàng tốt,07-12-21 17:50,5
2253,Nguyễn Văn Nam_B18DCCN431,Lỗi như qq ? K fix à ? Bản vá đi. Team dev ăn lương làm ăn chán vl,16-11-21 15:04,1
2254,Trúc Ly,Áp hay uy tín,27-07-21 2:58,5
2255,Đình Lợi Phan,App ko được mượt lắm loand gây khó chịu,18-11-21 21:34,3
2256,Fgy Hh,Quá tệ . Vào bee rich toàn bị out ra,02-08-21 1:13,1
2257,Manh Nguyen hoang duc,Sao tôi giới thiệu người mà không nhận được tiền😡,23-08-21 20:11,1
2258,2Ngọc Ánh,"Ko hỉu s luôn ak mình zô đúng mk rồi mà nó ko zô nó cứ bảo sai ,mình mượn đt bạn mình zô thì đc . Mình sao chép mk mà vẫn ko đc khó hiểu",10-10-21 12:42,1
2259,Phát Hoà,Có thể là người dùng sẽ phải làm,08-05-21 11:39,5
2260,PHỤ NỮ ĐẸP,Tuyệt vời,08-10-21 9:45,5
2261,Huỳnh Nguyễn Mai Chi,"Mong ngân hàng cập nhật lại sớm, chứ cứ bị lỗi quài đăng kí k đc",20-11-21 16:21,1
2262,Hà Minh Hải,Tốt,23-10-21 11:47,2
2263,luan nguyen,Sao e kh vào đc nhỉ xóa đi xóa lại mà kh dcc,21-10-21 14:34,1
2264,Mark BOT,đổi điện thoại cần điện thoại cũ xác nhận để chuyển digital otp. tính năng này có tác dụng gì vậy? giờ điện thoại cũ không còn không chuyển khoản được luôn,31-05-21 20:53,1
2265,Thị Hà Hoàng,K đăng kí được mất cômg tải đi tải lại 4 lần,10-11-21 15:34,1
2266,Văn Phúc Mai,Ứng dụng rất tốt!!!,25-04-21 8:01,5
2267,DUC DUY LIEU,Rất tốt🙂,24-11-21 10:18,5
2268,BEASTvn,App bị lỗi cái phần xác minh khuôn mặt ghét vãi vì làm đủ mọi cách vẫn không được nếu biết cái lỗi đấy thì nên fix đi chứ để vầy làm khó người dùng,26-04-21 10:50,2
2269,Nguyễn Chi Thảo Nguyên,"Chưa bao giờ mà phải tức giận đánh giá 1 sao vậy luôn. Thứ nhất là công ty tạo ctrinh để mn khuyến khích nhau sdung app k nói j, nhưng có những thành phần dám tạo bài viết tuyển dụng lừa gạt ép tải ứng dụng, biết tải r thì block :)) suy ra lừa gạt, ảnh hưởng hình ảnh bank nha! Thứ hai tải app để tạo thẻ nhưng cuối cùng vẫn ra ngân hàng làm, mà có vài nvien thì thái độ khó chịu, thiếu chuyên nghiệp và k kiên nhẫn khi KH có những câu hỏi thắc mắc thành ra kH k có đủ thông tin làm ảnh hưởng KH.",21-06-21 13:05,1
2270,Hieu Pham,vào giao diện đăng nhập rất nhiều lần không load được,01-08-21 8:35,1
2271,Minh Vũ,Áp bị lỗi nặng mạng 4g chạy phà phà k vào đc đổi wifi cũng k vào đc,18-07-21 8:02,2
2272,thao phuong,mình thấy ứng dụng rất dễ sài cho tạo tài khoản tặng tiền tạo link gửi cho bạn bè nhận tiền kình thấy ổn lắm nè,28-08-21 19:19,5
2273,Quyet Le,Đăng nhập quá lâu không vào được,20-02-21 17:29,3
2274,Anh Chi,Tốt,19-11-21 6:09,5
2275,Hà Linh Đỗ,S lại nâng cấp ban ngày chứ tr 🤦‍♀️,16-11-21 15:09,5
2276,Duy Khang Official,App đăng nhập không được . Cứ xoay . Đã đổi sang mạng 4G cũng không được .,05-08-21 17:32,1
2277,Thế Quân Phạm,Chưa cập nhật cái lz,25-10-21 21:50,1
2278,Nam Hoài,Tự nhiên đồi truy cập quản lí danh bạ là sao,08-10-21 13:11,1
2279,Liên Trần,Mình dùng cả BIDV. BIDV khách hàng phản ánh còn thấy NV phản hồi.mb thì k thấy gì là sao.gọi tổng đài thì k được.cho hỏi mb hàng ngày vẫn dùng bình thường giờ vào app để ck bảo thiết bị k tương thích là sao.???thất vọng,04-09-21 15:12,1
2280,Linh Tuấn Hà,Quá tệ khi cấp đủ các quyền mà cứ báo phải cấp quyền,19-02-21 16:21,1
2281,cuộc Hạnh,rất tốt,23-06-21 10:42,5
2282,Nam OTP Lỷ,Ứng dụng như cc đăng kí ko được đúng người đúng hình mà ko thể đăng ký tài khoản,27-05-21 9:32,1
2283,Xuyến Hồ,OK,04-06-21 10:43,5
2284,Tuấn Anh Trần,"Đăng kí tài khoản,nhập số đt người mời rõ ràng mà k nhận đc 30k? Chờ từ hôm qua r bịp quá😥",12-11-21 8:56,1
2285,Tam Dieplacvo,Ứng dụng như c**,09-07-21 9:57,1
2286,tranduchinh tran,Ok,01-09-21 0:40,5
2287,T &T,Lỗi tùm lum dùng iphone tạo tk thì hiện ra màn hình trắng xóa đi cài lại thì không tải được phải khởi động lại máy. Đăng nhập vào thì đơ không nhấn được,22-02-21 19:21,2
2288,Thanh pham nhu,App thì tốt nhưng chương trình giới thiệu tải app nhận quà lừa đảo quá.đề nghị xóa chiêu trò mời người tham tải app.,09-09-21 11:19,1
2289,Anh Hoang,"Chức năng căn bản như lịch sử giao dịch mà giấu kín quá các bác sản làm sản phẩm ạ. Truy vấn giao dịch trả về ko realtime, ko có mã giao dịch biến động số dư",28-09-21 12:19,1
2290,vàng hưng,App như cc. Đăng ký đăng nhập loằng ngoằng hơn mạng nhện. App ngân hàng truy cập ảnh danh bạ mic làm clg. Lừa đảo à,04-03-21 14:51,1
2291,Đồ Gỗ Nguyễn Thành,Hôm nay bị lag,29-06-21 17:37,5
2292,Dinh Tran,Ok,03-05-21 2:48,5
2293,Thuong Dang,vào ko đc cứ bảo tk chưa cập nhật mà ấn vào xóa đi tải lại vẫn thấy báo vậy chán,16-11-21 15:13,3
2294,Ngân Thanh,Thẻ đẹp. Mà toàn lỗi r sao chuyển tiền.,13-12-21 15:42,1
2295,VPQ chanel TV,Nhiều thủ tục phiền phức và lỗi new passwordis to short,02-12-21 8:19,5
2296,Thiện Vi,Lại lỗi nữa rồi kìa,16-11-21 15:22,1
2297,Quân Nguyễn,App nhiều lỗi quá ko nên tải chi mất công,16-11-21 17:31,1
